,dob,photo_taken,full_path,gender,name,face_location,face_score,second_face_score,date_of_birth,age
32434,709835,1967,['77/4151577_1943-06-18_1967.jpg'],1.0,['Barry Evans'],[[ 57.21113457  76.12151276 226.92453827 245.83491646]],5.501797257727268,,1943,24
32438,718631,2013,['75/415175_1967-07-18_2013.jpg'],1.0,['Vin Diesel'],[[100.44063479  60.61638087 278.76977741 238.9455235 ]],4.078027899309693,,1967,46
32444,723763,2011,['25/4151925_1981-08-05_2011.jpg'],1.0,['Erik Guay'],[[ 89.94437768 134.51656652 289.71922746 334.29141631]],3.137478719907532,,1981,30
32447,705667,2008,['93/41527093_1932-01-19_2008.jpg'],0.0,['Rena Rolska'],[[ 54.438  94.95  175.552 216.064]],3.203815164670981,,1932,76
32449,725179,2014,['45/4152745_1985-06-21_2014.jpg'],0.0,['Amel Bent'],[[227.23855529 136.69513317 362.17368846 271.63026635]],3.6914493224364926,,1985,29
32456,728713,2012,['86/41532986_1995-02-23_2012.jpg'],0.0,['Emma Guo'],[[149.50937107 130.93069969 315.83741352 297.25874214]],4.85973340958188,,1995,17
32462,693715,1940,['36/41536_1899-04-29_1940.jpg'],1.0,['Duke Ellington'],[[ 75.19468553 112.3520283  408.73077044 445.88811321]],4.252677196021636,,1899,41
32466,723972,2011,['50/4153950_1982-03-02_2011.jpg'],1.0,['Fedor Andreev'],[[ 55.85526972 111.01053944 303.35398345 358.50925317]],6.070103942191432,,1982,29
32467,721385,2013,['05/415405_1975-01-31_2013.jpg'],0.0,['Preity Zinta'],[[102.14909907  81.87527925 283.83347738 263.55965757]],3.7749736442669395,,1975,38
32472,723605,2006,['31/4154431_1981-02-28_2006.jpg'],0.0,['Julia Allison'],[[150.71201019 131.97650892 318.50352166 299.76802039]],3.9966563997684568,,1981,25
32478,728370,2012,['75/41548375_1994-03-17_2012.jpg'],1.0,['Hallam Hope'],[[107.58644628  86.24515703 298.77804959 277.43676033]],3.041228541709448,,1994,18
32484,722441,2012,['51/4155251_1977-12-22_2012.jpg'],1.0,['Jarrett J. Krosoczka'],[[123.45351931 123.45351931 343.20585407 343.20585407]],4.080842451058837,,1977,35
32485,728147,2014,['73/41552573_1993-08-06_2014.jpg'],1.0,['Donte Moncrief'],[[172.48375401  35.2967508  325.81913261 188.63212941]],3.173780328889292,,1993,21
32488,727810,2012,['60/41554260_1992-09-03_2012.jpg'],1.0,['Sebastian Lletget'],[[190.23806442  71.91427416 260.31233858 141.98854832]],3.908333739203654,,1992,20
32489,729270,2015,['86/41554786_1996-09-02_2015.jpg'],1.0,['Reece Burke'],[[154.66643559  64.15676759 235.32513678 144.81546879]],3.1722823421792126,,1996,19
32490,728774,2015,['15/41556215_1995-04-25_2015.jpg'],1.0,['Lewis Baker'],[[182.28095868  86.24515703 277.43676033 181.40095868]],3.2023371334098405,,1995,20
32491,706518,2007,['67/415567_1934-05-19_2007.jpg'],1.0,['Jim Lehrer'],[[ 53.42841808 105.97683617 289.01629946 341.56471754]],3.8906404401886174,,1934,73
32495,694426,1942,['00/41558300_1901-04-10_1942.jpg'],1.0,['Frank P. Pellegrino'],[[104.88708004  70.21805336 416.02832016 381.35929348]],3.119427706122731,,1901,41
32496,725989,2013,['48/41560048_1987-09-09_2013.jpg'],1.0,['Kang Kyung-Ho'],[[154.66643559  64.15676759 235.32513678 144.81546879]],5.144151141293483,,1987,26
32500,706025,1962,['86/41561486_1933-01-11_1962.jpg'],1.0,['John M. Freeman'],[[ 36.4   90.16 197.12 250.88]],3.1493888630460893,,1933,29
32501,711938,2004,['94/41562894_1949-03-21_2004.jpg'],1.0,['Werner Nahm'],[[154.93537861 103.4902524  246.93660577 195.49147957]],3.584648189157187,,1949,55
32503,719946,2005,['11/4156311_1971-02-22_2005.jpg'],1.0,['Gilbert Brown'],[[165.37066296 110.55310864 411.13165739 356.31410307]],4.748408477744892,,1971,34
32507,704170,1950,['98/4156498_1927-12-14_1950.jpg'],1.0,['Adrian Burk'],[[ 70.32582659  93.55710213 278.77530638 302.00658191]],4.178522708575918,,1927,23
32508,725498,2011,['50/41568050_1986-05-06_2011.jpg'],0.0,['Sasheer Zamata'],[[175.74660477  31.04871387 243.70171098  99.00382009]],3.489859144178236,,1986,25
32511,715752,2010,['01/41569301_1959-08-30_2010.jpg'],1.0,['Yves Calvi'],[[140.26488871 120.35276175 318.59403133 298.68190437]],4.1681187672981865,,1959,51
32522,705353,1957,['00/41577800_1931-03-11_1957.jpg'],0.0,['Marisa Del Frate'],[[ 85.36 169.84 337.92 422.4 ]],3.2934491079545136,,1931,26
32525,718893,2014,['33/4158133_1968-04-05_2014.jpg'],1.0,['Stephen Bardo'],[[106.51399247  76.33285176 241.44912564 211.26798494]],3.6041560227787186,,1968,46
32528,709974,1967,['76/41582276_1943-11-04_1967.jpg'],1.0,['Eric Niehe'],[[140.26488871 160.17701567 318.59403133 338.50615829]],3.633521636115135,,1943,24
32531,709540,1968,['97/41582397_1942-08-27_1968.jpg'],1.0,['Maarten Kloosterman'],[[120.35276175 140.26488871 298.68190437 318.59403133]],3.507295590036973,,1942,26
32533,708736,2011,['87/41583487_1940-06-14_2011.jpg'],0.0,['Lucia Poli'],[[200.00126958 170.13307914 288.72584089 258.85765046]],3.4535790520896086,,1940,71
32534,703729,1964,['23/41584923_1926-09-29_1964.jpg'],1.0,['Ben Verhagen'],[[127.6   99.44 253.44 225.28]],4.52323920179192,,1926,38
32537,726515,2007,['44/41586344_1989-02-16_2007.jpg'],0.0,['Emily Scott'],[[130.93069969 186.66671384 297.25874214 352.99475629]],4.8251096327786644,,1989,18
32542,721430,2010,['11/41587811_1975-03-17_2010.jpg'],1.0,['Dariusz Jemielniak'],[[150.602  94.346 234.4   178.144]],4.007308620462475,,1975,35
32543,715816,2011,['84/415884_1959-11-02_2011.jpg'],1.0,['Kevin Ashman'],[[115.24513741  69.49908244 320.22238474 274.47632978]],4.679928740759317,,1959,52
32546,717028,2012,['89/415889_1963-02-26_2012.jpg'],0.0,['Chase Masterson'],[[162.12810094  81.51405047 403.07025234 322.45620188]],4.156018982044337,,1963,49
32553,718645,2006,['81/41591181_1967-08-01_2006.jpg'],0.0,['Laura Lemay'],[[115.24513741 115.24513741 320.22238474 320.22238474]],3.844922342939009,,1967,39
32554,710876,1972,['17/41591217_1946-04-24_1972.jpg'],0.0,['Ingrid Munneke-Dusseldorp'],[[181.96684423 136.69513317 316.9019774  271.63026635]],3.1035598482739957,,1946,26
32555,721659,2002,['13/415913_1975-11-01_2002.jpg'],1.0,['Ken Silverman'],[[ 58.68351615  70.32421938 162.96984523 174.61054846]],5.80329296421521,,1975,27
32564,703064,1970,['63/41593463_1924-12-03_1970.jpg'],0.0,['Mary E. Clarke'],[[114.87418017  92.03254413 216.99554232 194.15390629]],4.546668637213857,,1924,46
32565,720809,2010,['99/4159399_1973-07-04_2010.jpg'],0.0,['Anjelika Krylova'],[[203.62224794 150.2690248  298.77804959 245.42482645]],3.746358685425436,,1973,37
32566,715573,2008,['16/41594116_1959-03-04_2008.jpg'],0.0,['Cinzia Leone'],[[ 85.36 169.84 337.92 422.4 ]],3.6261031907765533,,1959,49
32568,714421,2008,['56/415956_1956-01-07_2008.jpg'],1.0,['David Caruso'],[[ 80.52850783 160.17701567 438.06679308 517.71530091]],3.9147270002412133,,1956,52
32573,725436,2008,['94/4159794_1986-03-05_2008.jpg'],1.0,['Matty Fryatt'],[[106.2  67.8 192.  153.6]],3.8849678610046685,,1986,22
32576,722668,2009,['54/515254_1978-08-06_2009.jpg'],0.0,['Marisa Miller'],[[107.58644628 128.92773554 298.77804959 320.11933885]],3.0523983796264926,,1978,31
32578,720877,2012,['34/5153234_1973-09-10_2012.jpg'],1.0,['Peter Dumbreck'],[[ 34.57940252 169.69701258 337.79402516 472.91163522]],3.4829203365935535,,1973,39
32580,722645,2014,['45/5153545_1978-07-14_2014.jpg'],1.0,['Mattias Ekström'],[[124.18830288  74.80098173 234.58977548 185.20245433]],4.12829180851218,,1978,36
32582,715602,2009,['71/5153971_1959-04-02_2009.jpg'],1.0,['Ezzaki Badou'],[[ 91.30966799  73.20773439 253.42707038 235.32513678]],3.9490186830103564,,1959,50
32586,719537,2012,['85/515685_1970-01-09_2012.jpg'],0.0,['Lara Fabian'],[[ 75.19468553 186.66671384 408.73077044 520.20279874]],6.260423414578683,,1970,42
32587,708165,1973,['78/5157078_1938-11-21_1973.jpg'],1.0,['Robert Drivas'],[[  0.88       138.11816489 411.71449467 548.95265955]],4.221309854725029,,1938,35
32589,719793,2010,['78/5158078_1970-09-22_2010.jpg'],0.0,['Barbara Albert'],[[112.3520283   75.19468553 278.68007076 241.52272799]],4.44555294018703,,1970,40
32591,712480,2013,['00/5158300_1950-09-14_2013.jpg'],0.0,['Monica Forsberg'],[[156.18944709  39.41786177 330.85282506 214.08123975]],3.9029026744320157,,1950,63
32592,725246,2010,['89/515889_1985-08-27_2010.jpg'],0.0,['Alexandra Nechita'],[[198.    71.28 323.84 197.12]],3.809385668980772,,1985,25
32595,715009,2009,['12/5159412_1957-08-17_2009.jpg'],1.0,['James Donaldson'],[[236.25948988  53.05588664 353.32123482 170.11763158]],3.2703621651557118,,1957,52
32597,723572,2010,['63/6150063_1981-01-26_2010.jpg'],1.0,['Juan José Haedo'],[[166.87627388 136.69513317 301.81140705 271.63026635]],4.034550779601419,,1981,29
32603,722371,2012,['84/6153384_1977-10-13_2012.jpg'],1.0,['Antonio Di Natale'],[[118.26671155 118.26671155 223.49075195 223.49075195]],4.822490479212087,,1977,35
32604,725939,2013,['49/6153449_1987-07-21_2013.jpg'],1.0,['Heinz Barmettler'],[[136.69513317  91.42342212 271.63026635 226.35855529]],4.575543648940174,,1987,26
32606,725666,2015,['33/6153633_1986-10-21_2015.jpg'],1.0,['Almen Abdi'],[[ 57.2   43.12 183.04 168.96]],5.010787888928598,,1986,29
32607,716225,2010,['61/6153861_1960-12-15_2010.jpg'],1.0,['Jan Nilsson'],[[124.26830288  83.11220192 246.93660577 205.78050481]],4.73324240549449,,1960,50
32609,708054,2013,['33/6154833_1938-08-02_2013.jpg'],1.0,['Dariush Ashoori'],[[166.87627388 106.51399247 301.81140705 241.44912564]],3.878360951429628,,1938,75
32611,724145,2012,['39/6156439_1982-08-22_2012.jpg'],1.0,['Marco Wölfli'],[[205.6  45.6 262.4 102.4]],3.449610520576661,,1982,30
32612,723585,2007,['92/6156792_1981-02-08_2007.jpg'],1.0,['Steve Gohouri'],[[ 68.35880503 102.13820755 371.57342767 405.35283019]],3.853404449423217,,1981,26
32613,714673,2008,['71/61571_1956-09-15_2008.jpg'],1.0,['Ross J. Anderson'],[[ 25.93455189 152.60731132 253.34551887 380.0182783 ]],3.549022873182765,,1956,52
32614,721902,2008,['69/615769_1976-07-01_2008.jpg'],1.0,['Patrick Kluivert'],[[167.99951208 191.88515667 382.17031333 406.05595792]],4.693477295742696,,1976,32
32615,707019,1956,['85/615785_1935-10-02_1956.jpg'],1.0,['Omar Sívori'],[[ 34.57940252 135.91761006 337.79402516 439.13223271]],3.091737445268187,,1935,21
32618,720846,2014,['92/615792_1973-08-10_2014.jpg'],1.0,['Javier Zanetti'],[[ 59.8139544  148.48488601 325.12674921 413.79768082]],4.458709437510418,,1973,41
32619,710230,2011,['97/615797_1944-07-17_2011.jpg'],1.0,['Carlos Alberto Torres'],[[ 83.11220192 137.9870032  329.24880769 384.12360897]],3.325331866038291,,1944,67
32620,719686,2010,['00/615800_1970-06-07_2010.jpg'],1.0,['Cafu'],[[ 57.996  57.996 160.384 160.384]],3.4661235518135802,,1970,40
32621,718096,2015,['07/615807_1966-01-29_2015.jpg'],1.0,['Romário'],[[133.952  80.704 372.736 319.488]],3.0287483329586222,,1966,49
32623,713381,2007,['10/615810_1953-03-03_2007.jpg'],1.0,['Zico'],[[120.42822292  90.57116719 388.14172448 358.28466875]],3.96466475899733,,1953,54
32624,716557,2007,['20/615820_1961-11-12_2007.jpg'],1.0,['Enzo Francescoli'],[[ 34.97   86.618 189.376 241.024]],5.132880317996192,,1961,46
32625,716361,2010,['26/615826_1961-04-30_2010.jpg'],1.0,['Franky Van der Elst'],[[139.55610672  70.21805336 294.68672678 225.34867342]],4.44284959818775,,1961,49
32626,719086,2011,['32/615832_1968-10-15_2011.jpg'],1.0,['Didier Deschamps'],[[124.26830288 165.42440385 246.93660577 288.09270673]],5.08160639803084,,1968,43
32628,705569,1963,['36/615836_1931-10-13_1963.jpg'],1.0,['Raymond Kopa'],[[123.45351931 172.48292704 343.20585407 392.2352618 ]],3.7286877404066443,,1931,32
32629,717280,2012,['38/615838_1963-11-05_2012.jpg'],1.0,['Jean-Pierre Papin'],[[ 35.3209133   70.16782659 191.65802313 226.50493643]],3.874323753991799,,1963,49
32631,722373,2012,['44/615844_1977-10-15_2012.jpg'],1.0,['David Trezeguet'],[[ 59.76272639  71.63007167 166.1428339  178.01017918]],4.87627147693338,,1977,35
32632,714317,2008,['48/615848_1955-09-25_2008.jpg'],1.0,['Karl-Heinz Rummenigge'],[[ 96.34257833 167.99951208 310.51337958 382.17031333]],4.36129397670399,,1955,53
32633,709500,2002,['65/615865_1942-07-18_2002.jpg'],1.0,['Giacinto Facchetti'],[[ 78.51920134  97.98600168 253.06840436 272.5352047 ]],5.017635979382786,,1942,60
32634,714681,1970,['71/615871_1956-09-23_1970.jpg'],1.0,['Paolo Rossi'],[[141.68 141.68 267.52 267.52]],4.611390565467946,,1956,14
32635,722478,2012,['74/615874_1978-01-28_2012.jpg'],1.0,['Gianluigi Buffon'],[[189.63212941 129.6128155  265.79981871 205.78050481]],3.0750813202927865,,1978,34
32637,722899,2014,['45/6158845_1979-03-25_2014.jpg'],1.0,['Lee Pace'],[[ 70.21805336 139.55610672 381.35929348 450.69734684]],5.31558842090567,,1979,35
32643,723707,2012,['61/6159661_1981-06-10_2012.jpg'],1.0,['Mat Jackson'],[[110.54960256 124.26830288 233.21790545 246.93660577]],4.140910565994363,,1981,31
32646,708933,2013,['72/7151472_1940-12-28_2013.jpg'],1.0,['Peter M. Neumann'],[[ 91.42342212 121.60456282 362.17368846 392.35482917]],4.55000579531758,,1940,73
32648,699481,1966,['17/71517_1915-02-11_1966.jpg'],1.0,['Patrick Leigh Fermor'],[[ 45.71171106  75.89285176 181.08684423 211.26798494]],3.1622504405662473,,1915,51
32649,718539,2007,['93/715193_1967-04-17_2007.jpg'],1.0,['Henry Ian Cusick'],[[123.45351931  98.93881545 343.20585407 318.69115021]],4.445307842727939,,1967,40
32650,710338,2007,['17/715217_1944-11-02_2007.jpg'],1.0,['Michael Buffer'],[[169.84  71.28 295.68 197.12]],4.383182137803382,,1944,63
32651,700291,1964,['20/715220_1917-05-01_1964.jpg'],1.0,['John Beradino'],[[ 46.62605496 218.17376107 148.67467863 320.22238474]],3.3554287109915726,,1917,47
32652,710524,2008,['28/715228_1945-05-07_2008.jpg'],0.0,['Robin Strasser'],[[120.53948936 100.57757446 299.42872339 279.4668085 ]],4.102836044948841,,1945,63
32654,724025,2008,['19/7152719_1982-04-24_2008.jpg'],1.0,['David Oliver'],[[194.48370879  65.27190293 339.18099039 209.96918453]],4.949368712712563,,1982,26
32655,723644,2012,['33/7152833_1981-04-08_2012.jpg'],1.0,['Taylor Kitsch'],[[130.26938271  81.74836419 274.95243825 226.43141974]],4.623577966346293,,1981,31
32658,720936,2013,['42/715342_1973-11-08_2013.jpg'],1.0,['Edgardo Alfonzo'],[[148.2409187   91.47979612 249.74893933 192.98781676]],3.34815003194569,,1973,40
32659,721162,2007,['28/715428_1974-06-22_2007.jpg'],1.0,['Donald Faison'],[[121.60456282 151.78570353 392.35482917 422.53596987]],4.617093060859236,,1974,33
32662,724544,2007,['35/7155335_1983-09-25_2007.jpg'],0.0,['Naomi'],[[117.20703231 117.20703231 291.01758077 291.01758077]],4.582132077774197,,1983,24
32664,721017,2008,['57/71557_1974-01-28_2008.jpg'],0.0,['Kari Traa'],[[147.27185774 110.60739331 311.6479477  274.98348327]],5.2045621797651656,,1974,34
32669,703996,1963,['71/71571_1927-06-23_1963.jpg'],1.0,['Bob Fosse'],[[240.24  57.2  366.08 183.04]],3.003352419320371,,1927,36
32670,715919,2010,['18/715818_1960-02-13_2010.jpg'],1.0,['Pierluigi Collina'],[[ 75.19468553 260.98139937 408.73077044 594.51748428]],3.586679403332141,,1960,50
32674,725852,2004,['86/7159286_1987-04-25_2004.jpg'],1.0,['Alexander Uspenski'],[[120.93912146  51.26910377 177.34186321 107.67184552]],3.7367341381021166,,1987,17
32677,711723,2008,['59/8150659_1948-08-18_2008.jpg'],0.0,['Eleonore Weisgerber'],[[108.08540063  36.42846688 268.71350156 197.05656781]],3.3335969976840873,,1948,60
32679,725577,2012,['21/8152121_1986-07-24_2012.jpg'],1.0,['Fernando Tissone'],[[ 71.82750215  71.82750215 199.68340601 199.68340601]],3.3624302924740412,,1986,26
32681,718251,2012,['79/815579_1966-07-03_2012.jpg'],0.0,['Sandra Lee'],[[130.93069969 130.93069969 297.25874214 297.25874214]],4.501057774197596,,1966,46
32686,711512,2007,['20/815920_1948-01-20_2007.jpg'],1.0,['Natan Sharansky'],[[125.87201356  90.1502954  285.77374528 250.05202712]],4.239612889974079,,1948,59
32687,722163,2007,['96/9151596_1977-03-19_2007.jpg'],1.0,['Peter Max Lawrence'],[[ 78.95659183 183.21871426 312.78636731 417.04848974]],4.051547593045957,,1977,30
32695,704972,1952,['14/9155814_1930-02-23_1952.jpg'],1.0,['Bobby Dillon'],[[ 47.918  79.534 189.696 221.312]],3.7668417849458344,,1930,22
32696,719984,2013,['74/915674_1971-04-01_2013.jpg'],0.0,['Jessica Collins'],[[ 93.77335692  93.77335692 260.10139937 260.10139937]],4.861171072155929,,1971,42
32697,710850,2008,['47/9158547_1946-03-29_2008.jpg'],1.0,['Blaine Nye'],[[ 96.2822094   80.35250783 238.9455235  223.01582193]],5.606432527706272,,1946,62
32698,724933,2011,['68/9158668_1984-10-18_2011.jpg'],1.0,['Chris Houston'],[[193  65 336 208]],3.8918697945074268,,1984,27
32700,711189,2014,['64/9158864_1947-03-03_2014.jpg'],1.0,['Óscar Tabárez'],[[155.33537861 138.1870032  308.67075721 291.52238181]],3.3459152817412634,,1947,67
32702,728035,2010,['62/9159762_1993-04-16_2010.jpg'],0.0,['Mirai Nagasu'],[[117.882  75.258 213.12  170.496]],5.053106640108935,,1993,17
32703,725188,2007,['83/12500283_1985-06-30_2007.jpg'],1.0,['Dan Schreiber'],[[184.61390292  31.26065049 253.03286651  99.67961408]],4.274907360367348,,1985,22
32706,710514,2010,['44/1250044_1945-04-27_2010.jpg'],1.0,['Lee Felsenstein'],[[ 98.88630415  74.33172811 319.20948847 294.65491244]],3.8318428383765224,,1945,65
32712,711950,1975,['43/1250343_1949-04-02_1975.jpg'],1.0,['Ron Palillo'],[[105.97683617 132.25104521 341.56471754 367.83892658]],3.9698868218850056,,1949,26
32713,723665,2012,['47/1250347_1981-04-29_2012.jpg'],1.0,['George McCartney'],[[141.6  52.  256.  166.4]],3.855145684575244,,1981,31
32717,702335,2008,['98/1250498_1922-12-05_2008.jpg'],1.0,['Joachim Lambek'],[[151.78570353 121.60456282 286.7208367  256.53969599]],3.9498529267656637,,1922,86
32720,725542,2008,['66/12507366_1986-06-19_2008.jpg'],1.0,['Scott Harding'],[[166.87627388  76.33285176 301.81140705 211.26798494]],3.450776443170207,,1986,22
32721,724129,2009,['57/1250857_1982-08-06_2009.jpg'],0.0,['Adrianne Curry'],[[115.24513741 160.99119237 320.22238474 365.9684397 ]],5.502765281696553,,1982,27
32723,725123,2015,['95/12509095_1985-04-26_2015.jpg'],1.0,['John Isner'],[[178.28479552  99.49155307 354.56959104 275.77634859]],4.453842297155079,,1985,30
32732,719948,2014,['88/12513388_1971-02-24_2014.jpg'],0.0,['Gillian Flynn'],[[ 94.44159657 117.84199571 304.20518884 327.60558798]],5.796073701766545,,1971,43
32735,705488,2013,['79/1251379_1931-07-24_2013.jpg'],1.0,['Ermanno Olmi'],[[362.5238307   62.22148068 423.15331138 122.85096137]],3.2147832964756637,,1931,82
32736,725503,2013,['31/12515231_1986-05-11_2013.jpg'],1.0,['Roman Kontsedalov'],[[131.83040106  58.21242546 204.49437665 130.87640106]],3.270916087476493,,1986,27
32737,699277,1970,['39/12515839_1914-07-22_1970.jpg'],0.0,['Hortensia Bussi'],[[ 85.36 169.84 337.92 422.4 ]],3.718959307505881,,1914,56
32739,726346,2015,['04/12517804_1988-08-31_2015.jpg'],1.0,['David Ospina'],[[148.03338944 239.92925784 312.44595256 404.34182096]],4.210793085574925,,1988,27
32740,722734,2010,['10/12517910_1978-10-11_2010.jpg'],1.0,['Trevor Donovan'],[[139.55610672 156.89062006 294.68672678 312.02124012]],4.486324930024675,,1978,32
32742,717722,2013,['95/125195_1965-01-20_2013.jpg'],0.0,"['Sophie, Countess of Wessex']",[[128.92773554 171.61031405 320.11933885 362.80191736]],3.373951857866082,,1965,48
32743,727796,2013,['60/12520860_1992-08-20_2013.jpg'],0.0,['Demi Lovato'],[[ 79.70262713 132.25104521 315.2905085  367.83892658]],4.663832256798893,,1992,21
32744,717406,2015,['09/125209_1964-03-10_2015.jpg'],1.0,"['Prince Edward, Earl of Wessex']",[[ 85.36 141.68 337.92 394.24]],4.930800384594968,,1964,51
32746,723930,2011,['63/1252263_1982-01-19_2011.jpg'],0.0,['Maria Solheim'],[[258.22563101  69.5935016  411.56100961 222.92888021]],4.50192928348878,,1982,29
32747,721507,2007,['03/12523103_1975-06-02_2007.jpg'],1.0,['Kongkiat Khomsiri'],[[ 44.04586983  87.53973967 239.21628409 282.71015393]],4.1970697335259,,1975,32
32753,715798,2008,['70/125270_1959-10-15_2008.jpg'],0.0,"['Sarah, Duchess of York']",[[115.24513741 138.11816489 320.22238474 343.09541222]],4.328328575573201,,1959,49
32754,719366,2012,['70/12528470_1969-07-22_2012.jpg'],0.0,['Diana-Maria Riva'],[[182.28095868  96.91580165 277.43676033 192.07160331]],3.4126771843715393,,1969,43
32755,713749,2013,['14/1253114_1954-03-06_2013.jpg'],1.0,['Harald Schumacher'],[[140.28809013 140.28809013 390.00665236 390.00665236]],3.6233526854393565,,1954,59
32757,704462,1964,['31/12531_1928-10-01_1964.jpg'],1.0,['George Peppard'],[[ 79.70262713 105.97683617 315.2905085  341.56471754]],3.6953200924704195,,1928,36
32758,703557,1970,['06/1253206_1926-04-10_1970.jpg'],1.0,['Junior Samples'],[[ 52.98402873 105.45805745 209.8961149  262.37014363]],4.197476745150229,,1926,44
32759,719781,2009,['91/12532391_1970-09-10_2009.jpg'],0.0,['Molly McKay'],[[127.6   85.36 253.44 211.2 ]],3.704558157798149,,1970,39
32766,718616,2009,['78/1253678_1967-07-03_2009.jpg'],1.0,['Brian Cashman'],[[ 75.19468553 149.50937107 241.52272799 315.83741352]],4.1926914098991945,,1967,42
32767,726783,2009,['57/12537457_1989-11-11_2009.jpg'],1.0,['Adam Rippon'],[[108.66476502  76.25433552 205.26605354 172.85562404]],5.41898166883521,,1989,20
32768,722006,2015,['55/1253755_1976-10-13_2015.jpg'],1.0,['Carl Robinson'],[[ 93.12 154.56 368.64 430.08]],4.325296959885739,,1976,39
32769,703126,1960,['83/1253783_1925-02-03_1960.jpg'],1.0,['Shelley Berman'],[[146.3  67.9 246.4 168. ]],4.752669933417261,,1925,35
32775,726129,2013,['17/12539017_1988-01-27_2013.jpg'],0.0,['Alice Burdeu'],[[162.61672838 114.09570987 307.29978393 258.77876541]],3.416246559684983,,1988,25
32777,716743,2013,['35/1254035_1962-05-17_2013.jpg'],1.0,['Craig Ferguson'],[[ 79.70262713 105.97683617 315.2905085  341.56471754]],4.450307226054688,,1962,51
32781,723698,2011,['29/12541729_1981-06-01_2011.jpg'],0.0,['Amy Schumer'],[[112.81161635  98.79316431 238.31368475 224.2952327 ]],4.593083355273308,,1981,30
32782,724750,2010,['77/1254277_1984-04-18_2010.jpg'],0.0,['America Ferrera'],[[ 40.70425392 120.35276175 398.24253916 477.891047  ]],7.010398801301826,,1984,26
32784,726725,2012,['26/12543526_1989-09-14_2012.jpg'],1.0,['Oier Olazábal'],[[212.08  43.12 274.56 105.6 ]],3.4573071372300186,,1989,23
32786,720124,2013,['76/1254376_1971-08-19_2013.jpg'],1.0,['João Vieira Pinto'],[[ 41.01372662  61.26358993 222.74849642 242.99835973]],6.137881886993127,,1971,42
32787,721424,2011,['81/12544281_1975-03-11_2011.jpg'],1.0,['Josh Robert Thompson'],[[ 61.24228141 121.60456282 331.99254776 392.35482917]],4.334525661132249,,1975,36
32793,721536,2015,['79/1255179_1975-07-01_2015.jpg'],1.0,['Sufjan Stevens'],[[305  65 448 208]],3.185064039942544,,1975,40
32795,718414,2008,['69/12551969_1966-12-13_2008.jpg'],1.0,['Don Roff'],[[338.58  21.78 385.44  68.64]],3.64606587488811,,1966,42
32801,711783,1970,['96/1255496_1948-10-17_1970.jpg'],0.0,['Margot Kidder'],[[122.22159338  87.5525667  277.35221344 242.68318676]],4.312774271184545,,1948,22
32809,712206,2010,['51/1256151_1949-12-14_2010.jpg'],0.0,['Dee Wallace'],[[ 69.1909081  114.87418017 274.0996324  319.78290447]],5.496512718003559,,1949,61
32811,704948,2008,['61/12561_1930-01-30_2008.jpg'],1.0,['Gene Hackman'],[[ 76.74278468  61.51142775 213.23899711 198.00764017]],4.559881413042816,,1930,78
32813,726422,2007,['21/12563021_1988-11-15_2007.jpg'],1.0,['Pearce Hanley'],[[ 89.78437768   0.64       249.60425751 160.45987983]],4.881474638336429,,1988,19
32815,713986,2010,['99/1256799_1954-10-29_2010.jpg'],1.0,['Lee Child'],[[115.31681008  92.41784807 320.58546824 297.68650622]],5.468889364270915,,1954,56
32816,707661,1967,['16/12568816_1937-07-05_1967.jpg'],1.0,['Jo de Roo'],[[ 80.52850783 160.17701567 438.06679308 517.71530091]],4.4576400441035835,,1937,30
32817,702047,1952,['65/12569265_1922-02-20_1952.jpg'],1.0,['Jim Wilson'],[[ 30.96419684  76.64549211 167.49808264 213.17937791]],4.869654591729957,,1922,30
32818,717044,2012,['48/12569848_1963-03-14_2012.jpg'],1.0,['Dan Cunneen'],[[130.93069969 112.3520283  297.25874214 278.68007076]],3.0417106798306914,,1963,49
32820,725249,2012,['36/12570836_1985-08-30_2012.jpg'],1.0,['Roberto Lago'],[[ 32.87148048  45.90487267  91.23374534 104.26713753]],3.8433845539448783,,1985,27
32823,722027,2010,['26/1257226_1976-11-03_2010.jpg'],1.0,['Guillermo Franco'],[[150.4343617   56.86288564 233.92869015 140.35721409]],3.7093102093336214,,1976,34
32833,719971,2006,['08/1257708_1971-03-19_2006.jpg'],1.0,['José Cardozo'],[[ 52.1951262  129.3628155  282.94819411 360.11588341]],4.167844098258416,,1971,35
32836,723212,2011,['57/1257757_1980-02-01_2011.jpg'],1.0,['Paulo da Silva'],[[ 80.21976702  34.59818587 182.48632462 136.86474346]],4.896933493420082,,1980,31
32839,715706,2015,['66/1257866_1959-07-15_2015.jpg'],1.0,['Vincent Lindon'],[[  0.88       160.17701567 358.41828525 517.71530091]],4.533672743039844,,1959,56
32842,698985,1949,['80/12580680_1913-10-03_1949.jpg'],1.0,['Dom Dallessandro'],[[ 53.16991567  53.16991567 147.73896387 147.73896387]],3.5352768273799526,,1913,36
32843,723985,2012,['55/12581655_1982-03-15_2012.jpg'],1.0,['Stuart Farquhar'],[[132.74249058 180.75794171 240.07725561 288.09270673]],4.4048240806045635,,1982,30
32849,716210,2009,['83/12583_1960-11-30_2009.jpg'],1.0,['Gary Lineker'],[[129.65421576  92.8958684  294.06677888 257.30843152]],3.0682962140804597,,1960,49
